fid,mtype,exprstr,mention,tokens,tags
632f89fc837ac920af67416e_f_0_2_0,FUNC,d:\mathbb R^3 \times \mathbb R^3 \rightarrow \mathbb R,a function,"['d', ':', '\\mathbb', 'R', '^', '3', '\\times', '\\mathbb', 'R', '^', '3', '\\rightarrow', '\\mathbb', 'R']","['geometry', 'vector-spaces', 'metric-spaces', 'euclidean-geometry', 'real-numbers']"
632fe8c5837ac920af70d398_f_1_7_0,FUNC,D,that   f_1_6_0   maps   f_1_7_0,['D'],"['multivariable-calculus', 'differential-geometry', 'euclidean-geometry', 'riemannian-geometry', 'area']"
632fb8e6837ac920af6c14b5_f_0_3_0,FUNC,d:V\times V\to \mathbb{R},a function   f_0_3_0,"['d', ':', 'V', '\\times', 'V', '\\to', '\\mathbb{R}']","['multivariable-calculus', 'functions', 'euclidean-geometry', 'normed-spaces', 'vector-analysis']"
632ff012837ac920af70d894_f_0_1_0,FUNC,f:U \to U,a smooth map,"['f', ':', 'U', '\\to', 'U']","['real-analysis', 'multivariable-calculus', 'euclidean-geometry', 'affine-geometry']"
632f89ff837ac920af6758a3_f_1_2_0,FUNC,f: R\to E^3,a 1- f_1_1_0 continuous map   f_1_2_0,"['f', ':', 'R', '\\to', 'E', '^', '3']","['differential-geometry', 'euclidean-geometry', 'riemannian-geometry', 'hyperbolic-geometry', 'general-relativity']"
632fb8e6837ac920af6c18f5_f_1_0_0,SCAL,0,the maximal number,0,"['geometry', 'euclidean-geometry']"
632fb8e7837ac920af6c1a98_f_0_2_0,FUNC,f : D \to \mathbb{R},a mapping   f_0_2_0,"['f', ':', 'D', '\\to', '\\mathbb{R}']","['convex-analysis', 'euclidean-geometry']"
632ff013837ac920af70d9be_f_0_1_0,FUNC,f:U \to U,a smooth map,"['f', ':', 'U', '\\to', 'U']","['real-analysis', 'multivariable-calculus', 'euclidean-geometry', 'area', 'affine-geometry']"
632f8a00837ac920af675ef8_f_0_0_0,SCAL,30 ,all possible numbers,3,"['geometry', 'euclidean-geometry', 'triangles', 'area']"
632f8a00837ac920af675ffb_f_0_9_0,SCAL,1,an eigenvalue,1,"['geometry', 'euclidean-geometry', 'isometry']"
632f8a03837ac920af6773b7_f_0_0_0,FUNC,y,a linear function,['y'],"['calculus', 'real-analysis', 'geometry', 'euclidean-geometry', 'real-numbers']"
632f8a03837ac920af6773b7_f_1_0_0,FUNC,y(x)=ax+b,a linear function,"['y', '(', 'x', ')', '=', 'a', 'x', '+', 'b']","['calculus', 'real-analysis', 'geometry', 'euclidean-geometry', 'real-numbers']"
632f8a07837ac920af678db3_f_2_5_0,SCAL,\frac{p}{a},the numbers,"['\\frac', '{', 'p', '}', '{', 'a', '}']","['geometry', 'euclidean-geometry', '3d', 'polyhedra']"
63300bcb837ac920af744e5b_f_0_2_0,SCAL,1 ,different values,1,['euclidean-geometry']
632f8a08837ac920af679719_f_0_7_0,FUNC,g,a function,['g'],"['real-analysis', 'geometry', 'functional-analysis', 'analysis', 'euclidean-geometry']"
632f8a0b837ac920af67a6d2_f_2_109_0,FUNC,f,the identity mapping,['f'],"['geometry', 'reference-request', 'euclidean-geometry', 'projective-geometry', 'noneuclidean-geometry']"
632f8a0b837ac920af67a6d2_f_2_113_0,FUNC,f,The mapping   f_2_113_0,['f'],"['geometry', 'reference-request', 'euclidean-geometry', 'projective-geometry', 'noneuclidean-geometry']"
632f8a0b837ac920af67a6d2_f_2_115_0,FUNC,f,the mapping   f_2_115_0,['f'],"['geometry', 'reference-request', 'euclidean-geometry', 'projective-geometry', 'noneuclidean-geometry']"
632f8a0b837ac920af67a6d2_f_2_117_0,FUNC,h,the bijection,['h'],"['geometry', 'reference-request', 'euclidean-geometry', 'projective-geometry', 'noneuclidean-geometry']"
63300bce837ac920af745f81_f_0_2_0,FUNC,f,a bijective function   f_0_2_0,['f'],['euclidean-geometry']
632f8a0c837ac920af67aeed_f_1_22_0,SET,"\{2,3\}",set,"['\\{', '2', ',', '3', '\\}']","['geometry', 'elementary-set-theory', 'euclidean-geometry']"
632f8a0c837ac920af67aeed_f_1_23_0,SET,"\{1,2,3\}",the set   f_1_23_0,"['\\{', '1', ',', '2', ',', '3', '\\}']","['geometry', 'elementary-set-theory', 'euclidean-geometry']"
632f8a0c837ac920af67aeed_f_1_25_0,SET,"\{1,3\}",the sets,"['\\{', '1', ',', '3', '\\}']","['geometry', 'elementary-set-theory', 'euclidean-geometry']"
632f8a0c837ac920af67aeed_f_1_33_0,SET,\{1\},a subset,"['\\{', '1', '\\}']","['geometry', 'elementary-set-theory', 'euclidean-geometry']"
632ff017837ac920af70f2fc_f_0_4_0,SCAL,1,any real number,1,"['geometry', 'proof-explanation', 'euclidean-geometry', 'triangles']"
632fbf51837ac920af6c49ba_f_0_19_0,FUNC,x,f_0_18_0   quadratic function,['x'],"['geometry', 'trigonometry', 'euclidean-geometry', 'alternative-proof', 'transformational-geometry']"
632fbf52837ac920af6c4dd9_f_0_14_0,FUNC,X,maps,['X'],"['real-analysis', 'differential-geometry', 'euclidean-geometry', 'lebesgue-integral', 'geometric-measure-theory']"
63300bd0837ac920af746e20_f_1_1_0,FUNC,Q:\mathbb{R}^3 \to \mathbb{R}^3,an orthogonal map   f_1_1_0,"['Q', ':', '\\mathbb{R}', '^', '3', '\\to', '\\mathbb{R}', '^', '3']","['euclidean-geometry', 'alternative-proof', 'symmetry', 'solid-geometry', 'platonic-solids']"
63300bd1837ac920af746eef_f_0_31_0,SCAL,r^2,constant,"['r', '^', '2']","['geometry', 'euclidean-geometry', 'coordinate-systems', 'locus']"
63300bd1837ac920af7473a8_f_1_0_0,SET,E(n),just the set,"['E', '(', 'n', ')']","['group-theory', 'geometry', 'euclidean-geometry', 'isometry', 'orthogonal-matrices']"
63300bd1837ac920af7473a8_f_1_80_0,FUNC,g,a linear map,['g'],"['group-theory', 'geometry', 'euclidean-geometry', 'isometry', 'orthogonal-matrices']"
63300bd2837ac920af74750d_f_0_9_0,SCAL,1,an eigenvalue,1,"['geometry', 'euclidean-geometry', 'isometry']"
632ff019837ac920af70feee_f_1_3_0,SCAL,n/k,a rational number   f_1_3_0,"['n', '/', 'k']","['geometry', 'euclidean-geometry']"
63300bd3837ac920af747c7c_f_0_9_0,FUNC,T,a bijection,['T'],"['linear-algebra', 'abstract-algebra', 'euclidean-geometry', 'inner-products', 'isometry']"
63300bd3837ac920af747c7c_f_0_27_0,FUNC,T,a bijection,['T'],"['linear-algebra', 'abstract-algebra', 'euclidean-geometry', 'inner-products', 'isometry']"
63300bd5837ac920af74894f_f_0_0_0,FUNC,f: \mathbb{R} \rightarrow \mathbb{R},a function,"['f', ':', '\\mathbb{R}', '\\rightarrow', '\\mathbb{R}']","['functions', 'euclidean-geometry']"
632ff01a837ac920af7106ee_f_2_12_0,SCAL,1/2,every value,"['1', '/', '2']","['euclidean-geometry', 'triangles', 'area']"
63300bd5837ac920af748d11_f_0_3_0,FUNC,f : M\to N,-Lipschitz,"['f', ':', 'M', '\\to', 'N']","['metric-spaces', 'euclidean-geometry']"
63300bd5837ac920af748d11_f_0_7_0,FUNC,f: M\to N,an   f_0_6_0 -Lipschitz function,"['f', ':', 'M', '\\to', 'N']","['metric-spaces', 'euclidean-geometry']"
633012af837ac920af749600_f_0_0_0,SET,N+1,a set,"['N', '1']","['permutations', 'euclidean-geometry', 'conic-sections', 'symmetry']"
633012b0837ac920af74965f_f_0_2_0,SCAL,1 ,  alt=   f_0_1_0 cells   f_0_2_0 place value,1,"['geometry', 'euclidean-geometry', 'number-systems']"
632fbf58837ac920af6c7c1b_f_1_2_0,SCAL,90,the value   f_1_2_0,9,"['linear-algebra', 'geometry', 'euclidean-geometry', 'analytic-geometry']"
632fbf58837ac920af6c7c1b_f_4_6_0,FUNC,s,functions,['s'],"['linear-algebra', 'geometry', 'euclidean-geometry', 'analytic-geometry']"
632fbf58837ac920af6c7c1b_f_4_15_0,FUNC,c,the functions,['c'],"['linear-algebra', 'geometry', 'euclidean-geometry', 'analytic-geometry']"
632ff01c837ac920af711652_f_0_0_0,FUNC,F:\mathbb{R}^2\to\mathbb{R}^2,a function,"['F', ':', '\\mathbb{R}', '^', '2', '\\to', '\\mathbb{R}', '^', '2']","['geometry', 'inequality', 'euclidean-geometry', 'functional-equations', 'functional-inequalities']"
633012bc837ac920af74a1bc_f_0_5_0,SCAL,1\times1,Then not the number,COULD NOT TRANSFORM,"['geometry', 'euclidean-geometry']"
632f907c837ac920af67fc12_f_1_4_0,FUNC,f : \mathbb{R}^3 \to \mathbb{R}^3,the map,"['f', ':', '\\mathbb{R}', '^', '3', '\\to', '\\mathbb{R}', '^', '3']","['linear-algebra', 'euclidean-geometry', 'riemannian-geometry', 'orthogonal-matrices']"
632f907e837ac920af68075f_f_1_12_0,SCAL,\dfrac{239}{169},the rational number,"['\\dfrac', '{', '2', '}', '{', '1', '}']",['euclidean-geometry']
632fbf5b837ac920af6c8fb8_f_0_12_0,FUNC,M,a homogeneous function,['M'],"['geometry', 'inequality', 'euclidean-geometry', 'geometric-inequalities']"
632ff01e837ac920af7120ec_f_0_3_0,SCAL,3,the numbers,3,"['geometry', 'euclidean-geometry', 'ratio', 'arithmetic-progressions', 'solid-geometry']"
632ff01e837ac920af71217a_f_1_1_0,FUNC,h,a smooth mapping,['h'],"['geometry', 'metric-spaces', 'euclidean-geometry', 'transformation']"
632fbf5d837ac920af6c9beb_f_0_0_0,SCAL,2 ,a scalar number,2,"['linear-algebra', 'euclidean-geometry']"
633012c9837ac920af74f8d7_f_0_0_0,FUNC,f,the following function,['f'],"['geometry', 'multivariable-calculus', 'euclidean-geometry']"
633012ca837ac920af750015_f_5_13_0,SCAL,2n+1,the lowest number,"['2', 'n', '+', '1']","['geometry', 'number-theory', 'soft-question', 'euclidean-geometry']"
632fbf5f837ac920af6ca91a_f_3_19_0,FUNC,q,function,['q'],"['geometry', 'optimization', 'euclidean-geometry', 'maxima-minima', 'geometric-inequalities']"
632fbf5f837ac920af6ca91a_f_3_47_0,FUNC,n,functions,['n'],"['geometry', 'optimization', 'euclidean-geometry', 'maxima-minima', 'geometric-inequalities']"
633012cd837ac920af7515aa_f_0_20_0,FUNC,s\colon M\to M,a function,"['s', '\\colon', 'M', '\\to', 'M']","['metric-spaces', 'euclidean-geometry']"
633012cf837ac920af7523ae_f_0_0_0,SCAL,(n-2),the number,"['(', 'n', '-', '2', ')']","['geometry', 'euclidean-geometry', 'computational-geometry', 'dimension-theory-analysis', 'combinatorial-geometry']"
632fbf60837ac920af6cb1c3_f_0_0_0,FUNC,d,a function,['d'],"['general-topology', 'continuity', 'soft-question', 'euclidean-geometry']"
632f9086837ac920af6840a5_f_2_8_0,SCAL,6,the largest number,6,"['euclidean-geometry', 'polygons']"
632f9086837ac920af6840a5_f_2_13_0,SCAL,5,the largest number,5,"['euclidean-geometry', 'polygons']"
632ff021837ac920af713785_f_1_37_0,FUNC,W,  f_1_36_0   maps,['W'],"['geometry', 'euclidean-geometry', 'inversive-geometry']"
63301965837ac920af755479_f_0_5_0,SCAL,1,rational number,1,"['geometry', 'euclidean-geometry', 'triangles', 'rational-numbers']"
63301968837ac920af756608_f_0_6_0,SCAL,17,the first number,1,"['geometry', 'euclidean-geometry', 'irrational-numbers']"
63301968837ac920af75668d_f_0_16_0,FUNC,f,some function   f_0_16_0,['f'],"['linear-algebra', 'euclidean-geometry']"
63301969837ac920af756fb1_f_0_0_0,SCAL,6 ,the number,6,"['graph-theory', 'euclidean-geometry', 'tiling']"
632ff028837ac920af716369_f_0_3_0,FUNC,f,an open function,['f'],"['general-topology', 'functions', 'solution-verification', 'euclidean-geometry']"
632ff028837ac920af716369_f_0_20_0,FUNC,f,an open function,['f'],"['general-topology', 'functions', 'solution-verification', 'euclidean-geometry']"
632ff028837ac920af716605_f_1_74_0,SCAL,(3),the values,"['(', '3', ')']","['euclidean-geometry', 'analytic-geometry']"
6330196f837ac920af759998_f_1_2_0,SCAL,f(x),the number,"['f', '(', 'x', ')']","['euclidean-geometry', 'rectangles']"
632ff02a837ac920af7170af_f_0_2_0,SCAL,\frac{a}{b}+\frac{c}{d}+\frac{m}{n},the value,"['\\frac', '{', 'a', '}', '{', 'b', '}', '+', '\\frac', '{', 'c', '}', '{', 'd', '}', '+', '\\frac', '{', 'm', '}', '{', 'n', '}']","['geometry', 'contest-math', 'euclidean-geometry', 'analytic-geometry']"
63301975837ac920af75c4f5_f_1_8_0,FUNC,T\circ R,the function,"['T', '\\circ', 'R']","['geometry', 'euclidean-geometry']"
632fc622837ac920af6d088b_f_0_0_0,FUNC,f,Borel measurable function,['f'],"['measure-theory', 'elementary-set-theory', 'euclidean-geometry', 'borel-sets']"
632fc622837ac920af6d088b_f_0_13_0,FUNC,f,the function   f_0_13_0,['f'],"['measure-theory', 'elementary-set-theory', 'euclidean-geometry', 'borel-sets']"
632fc622837ac920af6d088b_f_0_30_0,FUNC,f,the function,['f'],"['measure-theory', 'elementary-set-theory', 'euclidean-geometry', 'borel-sets']"
632fc622837ac920af6d0bd0_f_0_0_0,SCAL,m^2 + 2m -1,only a finite number,"['m', '^', '2', '+', '2', 'm', '-', '1']","['contest-math', 'euclidean-geometry']"
63301f95837ac920af75ed18_f_0_4_0,FUNC,f,a linear map,['f'],"['linear-algebra', 'euclidean-geometry', 'normed-spaces', 'inner-products']"
632ff6d3837ac920af718ff8_f_1_2_0,SCAL,-1,the signed value,"['-', '1']","['geometry', 'euclidean-geometry']"
6330264a837ac920af76bd24_f_0_17_0,FUNC,f,the bijection,['f'],"['geometry', 'euclidean-geometry']"
63302652837ac920af76e646_f_1_10_0,FUNC,f:\mathbb R\to\mathbb R,"Then , the function","['f', ':', '\\mathbb', 'R', '\\to', '\\mathbb', 'R']","['real-analysis', 'metric-spaces', 'euclidean-geometry']"
63302652837ac920af76e646_f_1_29_0,FUNC,f,the function,['f'],"['real-analysis', 'metric-spaces', 'euclidean-geometry']"
632fc62d837ac920af6d580c_f_0_7_0,SCAL,12 ,number,1,"['complex-numbers', 'euclidean-geometry']"
63302658837ac920af770402_f_1_2_0,SCAL,f(x),real numbers,"['f', '(', 'x', ')']","['geometry', 'euclidean-geometry', 'projective-geometry', 'projective-space']"
63302e00837ac920af771a3d_f_1_10_0,FUNC,f(x)=a-x,the map,"['f', '(', 'x', ')', '=', 'a', '-', 'x']","['proof-writing', 'euclidean-geometry']"
63302e02837ac920af77253b_f_1_0_0,FUNC,f:R\to R,a function,"['f', ':', 'R', '\\to', 'R']","['proof-writing', 'euclidean-geometry']"
63302e03837ac920af772598_f_0_0_0,FUNC,f:R\to R,a function,"['f', ':', 'R', '\\to', 'R']","['proof-verification', 'euclidean-geometry']"
632ff6dd837ac920af71d3d1_f_2_19_0,FUNC,f,no such function,['f'],"['real-analysis', 'general-topology', 'complex-analysis', 'continuity', 'euclidean-geometry']"
632ff6dd837ac920af71d519_f_1_0_0,SCAL,1,The number,1,"['real-analysis', 'calculus', 'geometry', 'euclidean-geometry', 'analytic-geometry']"
63302e0a837ac920af774d53_f_0_0_0,FUNC,f,a function,['f'],"['geometry', 'functions', 'euclidean-geometry']"
632ff6de837ac920af71d838_f_0_1_0,FUNC,f,  and some differentiable function   f_0_1_0,['f'],"['calculus', 'geometry', 'differential-geometry', 'euclidean-geometry']"
63302e0f837ac920af776a0a_f_0_0_0,SET,\mathbb{R},the set   f_0_0_0,\mathbb{R},"['euclidean-geometry', 'real-numbers']"
632ff6df837ac920af71df8c_f_1_5_0,SCAL,4n+1,the number,"['4', 'n', '+', '1']","['number-theory', 'euclidean-geometry', 'triangles', 'diophantine-equations', 'pythagorean-triples']"
63302e15837ac920af778b81_f_2_0_0,FUNC,f:\mathbb R^n\times I\to \mathbb R^n,a continuous map,"['f', ':', '\\mathbb', 'R', '^', 'n', '\\times', 'I', '\\to', '\\mathbb', 'R', '^', 'n']","['manifolds', 'euclidean-geometry']"
63302e15837ac920af778b81_f_2_3_0,FUNC,f:S^{n}\times I\to S^{n},no similar map,"['f', ':', 'S', '^', '{', 'n', '}', '\\times', 'I', '\\to', 'S', '^', '{', 'n', '}']","['manifolds', 'euclidean-geometry']"
632ff6e0837ac920af71e88d_f_1_0_0,FUNC,f,the map,['f'],"['geometry', 'euclidean-geometry', 'triangles', 'angle']"
632ff6e0837ac920af71e88d_f_1_3_0,FUNC,g,another map   f_1_3_0,['g'],"['geometry', 'euclidean-geometry', 'triangles', 'angle']"
632ff6e0837ac920af71e88d_f_1_7_0,FUNC,g,This map,['g'],"['geometry', 'euclidean-geometry', 'triangles', 'angle']"
632ff6e0837ac920af71ead5_f_1_0_0,SCAL,100,a certain number,1,"['geometry', 'euclidean-geometry']"
633035e7837ac920af77d0af_f_2_13_0,FUNC,f,function,['f'],['euclidean-geometry']
633035e7837ac920af77d0af_f_2_34_0,FUNC,f,the function,['f'],['euclidean-geometry']
633035ec837ac920af77ecd0_f_0_2_0,FUNC,s: E \rightarrow E,the mapping,"['s', ':', 'E', '\\rightarrow', 'E']","['geometry', 'self-learning', 'euclidean-geometry', 'rotations', 'fixed-point-theorems']"
633035ec837ac920af77ecd0_f_0_4_0,FUNC,s,the mapping,['s'],"['geometry', 'self-learning', 'euclidean-geometry', 'rotations', 'fixed-point-theorems']"
633035ec837ac920af77ecd0_f_0_17_0,FUNC,s,the mapping   f_0_17_0,['s'],"['geometry', 'self-learning', 'euclidean-geometry', 'rotations', 'fixed-point-theorems']"
633035ec837ac920af77ecd0_f_0_22_0,FUNC,s,the mapping   f_0_22_0,['s'],"['geometry', 'self-learning', 'euclidean-geometry', 'rotations', 'fixed-point-theorems']"
633035ec837ac920af77eee8_f_0_7_0,FUNC,X,mapping,['X'],"['geometry', 'euclidean-geometry']"
633035ec837ac920af77eee8_f_0_9_0,FUNC,Y,mapping,['Y'],"['geometry', 'euclidean-geometry']"
633035ec837ac920af77eee8_f_1_11_0,FUNC,X,the only isometry mapping   f_1_11_0,['X'],"['geometry', 'euclidean-geometry']"
633035ed837ac920af77f379_f_1_10_0,SCAL,1,eigenvalues,1,"['geometry', 'euclidean-geometry', 'combinatorial-geometry']"
633035f0837ac920af77fff9_f_0_7_0,FUNC,X,mapping,['X'],"['geometry', 'euclidean-geometry']"
633035f0837ac920af77fff9_f_0_9_0,FUNC,Y,mapping,['Y'],"['geometry', 'euclidean-geometry']"
633035f0837ac920af77fff9_f_0_12_0,FUNC,X,mapping,['X'],"['geometry', 'euclidean-geometry']"
633035f0837ac920af77fff9_f_0_14_0,FUNC,Y,mapping,['Y'],"['geometry', 'euclidean-geometry']"
633035fd837ac920af783f6c_f_4_14_0,FUNC,h,the function,['h'],['euclidean-geometry']
633035fe837ac920af784017_f_1_12_0,SCAL,n+1,this number,"['n', '+', '1']","['linear-algebra', 'euclidean-geometry']"
633035ff837ac920af7847f9_f_0_0_0,FUNC,F(x) = -0.007x^4 + 1.971x^3 - 190.4x^2 + 8150x - 13024,a function,"['F', '(', 'x', ')', '=', '-', 'x', '^', '4', '+', 'x', '^', '3', '-', 'x', '^', '2', '+', '8', 'x', '-', '1']","['geometry', 'euclidean-geometry']"
